Character ID,Comic ID,Comic Title,Comic Issue Number
1011334,24571,Avengers: The Initiative (2007) #14 (SPOTLIGHT VARIANT),14.0
1011334,21366,Avengers: The Initiative (2007) #14,14.0
1011334,21546,Avengers: The Initiative (2007) #15,15.0
1011334,21741,Avengers: The Initiative (2007) #16,16.0
1011334,21975,Avengers: The Initiative (2007) #17,17.0
1011334,22299,Avengers: The Initiative (2007) #18,18.0
1011334,22300,Avengers: The Initiative (2007) #18 (ZOMBIE VARIANT),18.0
1011334,22506,Avengers: The Initiative (2007) #19,19.0
1011334,8500,Deadpool (1997) #44,44.0
1011334,10223,Marvel Premiere (1972) #35,35.0
1011334,10224,Marvel Premiere (1972) #36,36.0
1011334,10225,Marvel Premiere (1972) #37,37.0
1017100,47176,FREE COMIC BOOK DAY 2013 1 (2013) #1,1.0
1017100,40632,Hulk (2008) #53,53.0
1017100,40630,Hulk (2008) #54,54.0
1017100,40628,Hulk (2008) #55,55.0
1009144,36763,Ant-Man & Wasp (2010) #3,3.0
1009144,17553,Avengers (1998) #67,67.0
1009144,7340,Avengers (1963) #87,87.0
1009144,63217,Avengers and Power Pack (2017) #3,3.0
1009144,63218,Avengers and Power Pack (2017) #4,4.0
1009144,63219,Avengers and Power Pack (2017) #5,5.0
1009144,63220,Avengers and Power Pack (2017) #6,6.0
1009144,4214,Avengers and Power Pack Assemble! (2006) #2,2.0
1009144,64790,AVENGERS BY BRIAN MICHAEL BENDIS: THE COMPLETE COLLECTION VOL. 2 TPB (Trade Paperback),2.0
1009144,103371,Avengers Unlimited Infinity Comic (2022) #17,17.0
1009144,1170,Avengers Vol. 2: Red Zone (Trade Paperback),0.0
1009144,1214,Avengers Vol. II: Red Zone (Trade Paperback),0.0
1009144,12787,Captain America (1998) #28,28.0
1009144,7513,Captain America (1968) #132,132.0
1009144,7514,Captain America (1968) #133,133.0
1009144,65466,"Captain America by Mark Waid, Ron Garney & Andy Kubert (Hardcover)",0.0
1009144,20367,Defenders (1972) #57,57.0
1009144,31068,Incredible Hulks (2010) #606 (VARIANT),606.0
1009144,46168,Indestructible Hulk (2012) #3,3.0
1009144,43944,Iron Man (2012) #1,1.0
1009144,9546,Iron Man (1968) #297,297.0
1009144,9545,Iron Man (1968) #296,296.0
1009144,9544,Iron Man (1968) #295,295.0
1009144,65941,Iron Man Epic Collection: Doom (Trade Paperback),0.0
1009144,36737,Marvel Adventures Super Heroes (2010) #16,16.0
1009144,2110,MARVEL MASTERWORKS: CAPTAIN AMERICA (Hardcover),1.0
1009144,1130,Marvel Masterworks: Captain America Vol. 1 - 2nd Edition (Hardcover),0.0
1009144,2820,MARVEL MASTERWORKS: DOCTOR STRANGE (Hardcover),2.0
1009144,2319,MARVEL MASTERWORKS: DOCTOR STRANGE (Hardcover),2.0
1009144,2001,MARVEL MASTERWORKS: THE INVINCIBLE IRON MAN (Hardcover),1.0
1009144,17468,Marvel Masterworks: The Invincible Iron Man Vol. 1 (Hardcover),0.0
1009144,1164,Marvel Masterworks: The Silver Surfer Vol. 2 (Hardcover),2.0
1009144,65357,Marvel Universe Avengers: Ultron Revolution (2017) #2,2.0
1009144,48818,Secret Avengers (2013) #16,16.0
1009144,48817,Secret Avengers (2013) #15,15.0
1009144,48816,Secret Avengers (2013) #14,14.0
1009144,11069,Strange Tales (1951) #147,147.0
1009144,11068,Strange Tales (1951) #146,146.0
1009144,11070,Strange Tales (1951) #148,148.0
1009144,11341,Tales of Suspense (1959) #94,94.0
1009144,11324,Tales of Suspense (1959) #79,79.0
1009144,11326,Tales of Suspense (1959) #80,80.0
1009144,11328,Tales of Suspense (1959) #82,82.0
1009144,11342,Tales of Suspense (1959) #95,95.0
1009144,11346,Tales of Suspense (1959) #99,99.0
1009144,36972,Taskmaster (Trade Paperback),1.0
1009144,13893,Uncanny X-Men (1963) #352,352.0
1009144,103120,Who Is...? M.O.D.O.K. Infinity Comic (2023) #1,1.0
1009144,14225,Wolverine (2003) #1,1.0
1009144,1090,Wolverine Vol. II (Trade Paperback),0.0
1009144,1205,WOLVERINE: THE BROTHERS (Trade Paperback),1.0
1009144,92307,X-Men Unlimited Infinity Comic (2021) #1,1.0
1009144,92308,X-Men Unlimited Infinity Comic (2021) #2,2.0
1010699,40776,Dark Avengers (2012) #177,177.0
1010699,40773,Dark Avengers (2012) #179,179.0
1010699,40774,Dark Avengers (2012) #180,180.0
1010699,40778,Dark Avengers (2012) #181,181.0
1010699,40787,Dark Avengers (2012) #182,182.0
1010699,40786,Dark Avengers (2012) #183,183.0
1010699,38073,Hulk (2008) #43,43.0
1010699,11911,Universe X (2000) #7,7.0
1010699,11910,Universe X (2000) #6,6.0
1010699,11912,Universe X (2000) #8,8.0
1010699,11913,Universe X (2000) #9,9.0
1010699,11903,Universe X (2000) #10,10.0
1010699,11904,Universe X (2000) #11,11.0
1010699,11905,Universe X (2000) #12,12.0
1009146,88871,Abominations (1996) #3,3.0
1009146,88870,Abominations (1996) #2,2.0
1009146,88869,Abominations (1996) #1,1.0
1009146,17548,Avengers (1998) #62,62.0
1009146,17547,Avengers (1998) #61,61.0
1009146,1098,AVENGERS: WORLD TRUST (Trade Paperback),1.0
1009146,8557,Earth X (1999) #7,7.0
1009146,4241,EARTH X TPB [NEW PRINTING] (Trade Paperback),0.0
1009146,14451,Hulk (1999) #51,51.0
1009146,14453,Hulk (1999) #53,53.0
1009146,14454,Hulk (1999) #54,54.0
1009146,14424,Hulk (1999) #24,24.0
1009146,20863,Hulk (2008) #3,3.0
1009146,14450,Hulk (1999) #50,50.0
1009146,14428,Hulk (1999) #28,28.0
1009146,14425,Hulk (1999) #25,25.0
1009146,2499,Hulk: Destruction (2005) #4,4.0
1009146,9175,Incredible Hulk (1962) #364,364.0
1009146,9005,Incredible Hulk (1962) #194,194.0
1009146,8982,Incredible Hulk (1962) #171,171.0
1009146,8948,Incredible Hulk (1962) #137,137.0
1009146,9006,Incredible Hulk (1962) #195,195.0
1009146,9125,Incredible Hulk (1962) #314,314.0
1009146,9007,Incredible Hulk (1962) #196,196.0
1009146,9193,Incredible Hulk (1962) #382,382.0
1009146,9194,Incredible Hulk (1962) #383,383.0
1009146,9243,Incredible Hulk (1962) #432,432.0
1009146,9284,Incredible Hulk (1962) #473,473.0
1009146,9177,Incredible Hulk (1962) #366,366.0
1009146,9011,Incredible Hulk (1962) #200,200.0
1009146,9285,Incredible Hulk (1962) #474,474.0
1009146,9270,Incredible Hulk (1962) #459,459.0
1009146,9195,Incredible Hulk (1962) #384,384.0
1009146,9283,Incredible Hulk (1962) #472,472.0
1009146,16877,Incredible Hulk Annual (1976) #20,20.0
1009146,60692,Incredible Hulk Epic Collection: The Hulk Must Die (Trade Paperback),0.0
1009146,1153,Incredible Hulk Vol. 4: Abominable (Trade Paperback),0.0
1009146,1187,Incredible Hulk Vol. IV: Abominable (Trade Paperback),0.0
1009146,34050,Incredible Hulks (2010) #619,619.0
1009146,29541,Incredible Hulks (2010) #602 (SHS VARIANT),602.0
1009146,31236,Incredible Hulks (2010) #618,618.0
1009146,19939,Iron Man (1998) #63,63.0
1009146,19938,Iron Man (1998) #62,62.0
1009146,15894,IRREDEEMABLE ANT-MAN VOL. 1: LOW-LIFE DIGEST (Trade Paperback),0.0
1009146,19857,Killraven (2002) #3,3.0
1009146,15908,KILLRAVEN PREMIERE HC (Trade Paperback),1.0
1009146,94081,Maestro: World War M (2022) #3,3.0
1009146,94083,Maestro: World War M (2022) #5,5.0
1009146,59511,Marvel Cinematic Universe Guidebook: The Avengers Initiative (Trade Paperback),1.0
1009146,3435,MARVEL MASTERWORKS: THE INCREDIBLE HULK (Hardcover),3.0
1009146,60446,MARVEL MASTERWORKS: THE INCREDIBLE HULK VOL. 11 HC (Trade Paperback),11.0
1009146,15522,Marvel Super Heroes (1990) #6,6.0
1009146,2577,MARVEL VISIONARIES: JOHN ROMITA JR. (Hardcover),1.0
1009146,11439,Tales to Astonish (1959) #91,91.0
1009146,5199,The Irredeemable Ant-Man (2006) #1,1.0
1009146,13911,Uncanny X-Men (1963) #370,370.0
1009146,14384,X-Men (1991) #90,90.0
1009146,14366,X-Men (1991) #74,74.0
1016823,40638,Hulk (2008) #50,50.0
1016823,15717,Ultimate X-Men (2001) #26,26.0
1009148,43507,A+X (2012) #8,8.0
1009148,7045,Avengers (1963) #183,183.0
1009148,7046,Avengers (1963) #184,184.0
1009148,7142,Avengers (1963) #270,270.0
1009148,36481,Avengers Academy (2010) #16,16.0
1009148,36484,Avengers Academy (2010) #19,19.0
1009148,36480,Avengers Academy (2010) #17,17.0
1009148,36479,Avengers Academy (2010) #18,18.0
1009148,17776,Avengers Annual (1967) #20,20.0
1009148,63662,Black Bolt (2017) #3,3.0
1009148,64278,Black Bolt (2017) #4,4.0
1009148,66533,Black Bolt (2017) #11,11.0
1009148,65327,Black Bolt Vol. 1: Hard Time (Trade Paperback),0.0
1009148,12783,Captain America (1998) #24,24.0
1009148,20427,Dazzler (1981) #18,18.0
1009148,20428,Dazzler (1981) #19,19.0
1009148,8499,Deadpool (1997) #43,43.0
1009148,13151,Fantastic Four (1961) #330,330.0
1009148,15541,Fantastic Four (1998) #22,22.0
1009148,41433,Fear Itself (2010) #2 (3rd Printing Variant),2.0
1009148,38452,Fear Itself: Fellowship of Fear (2011) #1,1.0
1009148,40977,Fear Itself: The Worthy (2011) #7,7.0
1009148,39848,Fear Itself: The Worthy (2011) #1,1.0
1009148,91710,Gamma Flight (2021) #1,1.0
1009148,91711,Gamma Flight (2021) #2,2.0
1009148,91712,Gamma Flight (2021) #3,3.0
1009148,91713,Gamma Flight (2021) #4,4.0
1009148,91714,Gamma Flight (2021) #5,5.0
1009148,62015,Heroes for Hire (1997) #17,17.0
1009148,14456,Hulk (1999) #56,56.0
1009148,14457,Hulk (1999) #57,57.0
1009148,14458,Hulk (1999) #58,58.0
1009148,14459,Hulk (1999) #59,59.0
1009148,55849,Illuminati (2015) #1,1.0
1009148,55851,Illuminati (2015) #2,2.0
1009148,55853,Illuminati (2015) #3,3.0
1009148,55854,Illuminati (2015) #4,4.0
1009148,55855,Illuminati (2015) #5,5.0
1009148,55856,Illuminati (2015) #6,6.0
1009148,55857,Illuminati (2015) #7,7.0
1009148,67140,Immortal Hulk (2018) #9,9.0
1009148,68619,Immortal Hulk Vol. 2: The Green Door (Trade Paperback),0.0
1009148,9072,Incredible Hulk (1962) #261,261.0
1009148,8936,Incredible Hulk (1962) #125,125.0
1009148,9158,Incredible Hulk (1962) #347,347.0
1009148,9159,Incredible Hulk (1962) #348,348.0
1009148,29795,Iron Man 2.0 (2011) #6,6.0
1009148,29794,Iron Man 2.0 (2011) #5,5.0
1009148,9689,Journey Into Mystery (1952) #114,114.0
1009148,9690,Journey Into Mystery (1952) #115,115.0
1009148,9696,Journey Into Mystery (1952) #120,120.0
1009148,9697,Journey Into Mystery (1952) #121,121.0
1009148,9698,Journey Into Mystery (1952) #122,122.0
1009148,9699,Journey Into Mystery (1952) #123,123.0
1009148,5234,Marvel Adventures Fantastic Four (2005) #17,17.0
1009148,6277,"MARVEL ADVENTURES FANTASTIC FOUR VOL. 5: ALL 4 ONE, 4 FOR ALL DIGEST (Digest)",5.0
1009148,66777,Marvel Masterworks: The Avengers Vol. 18 (Trade Paperback),0.0
1009148,39537,Marvel Masterworks: The Mighty Thor Vol. 3 (Trade Paperback),0.0
1009148,17469,Marvel Masterworks: The Mighty Thor Vol. 3 (Hardcover),0.0
1009148,39536,Marvel Masterworks: The Mighty Thor Vol. 3 Variant (DM Only) (Trade Paperback),0.0
1009148,2542,Marvel Masterworks: The Mighty Thor Vol. 4 (Hardcover),0.0
1009148,15516,Marvel Super Heroes (1990) #14,14.0
1009148,112787,MARVEL SUPER HEROES SECRET WARS #6 FACSIMILE EDITION (2024) #6,6.0
1009148,105564,Marvel Super Heroes Secret Wars: Battleworld (2023) #2,2.0
1009148,105565,Marvel Super Heroes Secret Wars: Battleworld (2023) #3,3.0
1009148,105566,Marvel Super Heroes Secret Wars: Battleworld (2023) #4,4.0
1009148,51044,Marvel Valentine Special (1997) #1,1.0
1009148,10492,Paradise X (2002),0.0
1009148,10493,Paradise X (2002) #1,1.0
1009148,10498,Paradise X (2002) #3,3.0
1009148,15902,Paradise X Vol. 1 (Trade Paperback),0.0
1009148,5985,Punisher War Journal (2006) #4,4.0
1009148,16625,Punisher War Journal Vol. 1: Civil War (Trade Paperback),0.0
1009148,18939,Quasar (1989) #5,5.0
1009148,26285,Secret Warriors (2009) #12,12.0
1009148,10588,Secret Wars (1984) #6,6.0
1009148,10589,Secret Wars (1984) #7,7.0
1009148,10580,Secret Wars (1984) #1,1.0
1009148,112222,Sensational She-Hulk (2023) #1,1.0
1009148,18810,Startling Stories: The Thing - Night Falls on Yancy Street (2003) #4,4.0
1009148,6686,The Amazing Spider-Man (1963) #283,283.0
1009148,25976,The Mighty Avengers (2007) #32,32.0
1009148,25977,The Mighty Avengers (2007) #33,33.0
1009148,11703,Thor (1966) #375,375.0
1009148,11704,Thor (1966) #376,376.0
1009148,11818,Thor (1966) #490,490.0
1009148,11535,Thor (1966) #207,207.0
1009148,18650,Thor (1998) #27,27.0
1009148,11534,Thor (1966) #206,206.0
1009148,18648,Thor (1998) #25,25.0
1009148,18636,Thor (1998) #14,14.0
1009148,18649,Thor (1998) #26,26.0
1009148,18681,Thor (1998) #55,55.0
1009148,18682,Thor (1998) #56,56.0
1009148,11764,Thor (1966) #436,436.0
1009148,29474,Thor by Walter Simonson (Hardcover),1.0
1009148,17685,Thor Visionaries: Walter Simonson Vol. 5 (Trade Paperback),5.0
1009148,1072,Thor Visionaries: Walter Simonson Vol. I (Trade Paperback),0.0
1009148,11908,Universe X (2000) #4,4.0
1009148,11903,Universe X (2000) #10,10.0
1009149,13943,Uncanny X-Men (1963) #402,402.0
1009149,13945,Uncanny X-Men (1963) #404,404.0
1009149,13946,Uncanny X-Men (1963) #405,405.0
1009149,13947,Uncanny X-Men (1963) #406,406.0
1009149,13970,Uncanny X-Men (1963) #429,429.0
1009149,13972,Uncanny X-Men (1963) #431,431.0
1009149,12386,X-Men: Alpha (1995) #1,1.0
1009149,2539,X-MEN: THE COMPLETE AGE OF APOCALYPSE EPIC (Trade Paperback),0.0
1010903,18099,Weapon X (1995) #1,1.0
1010903,12386,X-Men: Alpha (1995) #1,1.0
1010903,2539,X-MEN: THE COMPLETE AGE OF APOCALYPSE EPIC (Trade Paperback),0.0
1010354,105140,Adam Warlock Omnibus (Trade Paperback),0.0
1010354,105920,Adam Warlock: Strange Tales Facsimile Edition (2023) #178,178.0
1010354,65547,All-New Guardians of the Galaxy (2017) #150,150.0
1010354,62151,All-New Guardians of the Galaxy Vol. 3: Infinity Quest (Trade Paperback),0.0
1010354,20885,Annihilation: Conquest (2007) #5,5.0
1010354,17645,Annihilation: Conquest (2007) #3,3.0
1010354,17405,Annihilation: Conquest (2007) #2,2.0
1010354,17271,Annihilation: Conquest (2007) #1,1.0
1010354,21016,Annihilation: Conquest (2007) #6,6.0
1010354,20686,Annihilation: Conquest (2007) #4,4.0
1010354,12412,Avengers Forever (1998) #9,9.0
1010354,1033,AVENGERS LEGENDS: AVENGERS FOREVER (Trade Paperback),1.0
1010354,20731,CLANDESTINE CLASSIC PREMIERE HC (Trade Paperback),1.0
1010354,20197,"Doctor Strange, Sorcerer Supreme (1988) #36",36.0
1010354,20193,"Doctor Strange, Sorcerer Supreme (1988) #32",32.0
1010354,20187,"Doctor Strange, Sorcerer Supreme (1988) #27",27.0
1010354,8550,Earth X (1999) #11,11.0
1010354,8552,Earth X (1999) #2,2.0
1010354,4241,EARTH X TPB [NEW PRINTING] (Trade Paperback),0.0
1010354,13195,Fantastic Four (1961) #370,370.0
1010354,12975,Fantastic Four (1961) #172,172.0
1010354,25305,Guardians of the Galaxy (2008) #17,17.0
1010354,76749,Guardians Of The Galaxy Annual (2019) #1,1.0
1010354,73526,Guardians Of The Galaxy Vol. 2: Faithless (Trade Paperback),0.0
1010354,60678,GUARDIANS OF THE GALAXY: ROAD TO ANNIHILATION VOL. 2 TPB (Trade Paperback),2.0
1010354,109107,Guardians of the Galaxy: Somebody's Got to Do It Infinity Comic (2023) #8,8.0
1010354,109106,Guardians of the Galaxy: Somebody's Got to Do It Infinity Comic (2023) #7,7.0
1010354,109103,Guardians of the Galaxy: Somebody's Got to Do It Infinity Comic (2023) #4,4.0
1010354,17166,Incredible Hulk (1962) #178,178.0
1010354,8988,Incredible Hulk (1962) #177,177.0
1010354,17200,Incredible Hulk (1962) #176,176.0
1010354,16877,Incredible Hulk Annual (1976) #20,20.0
1010354,72781,Infinity By Starlin & Hickman (Hardcover),0.0
1010354,68656,Infinity Countdown (2018) #5,5.0
1010354,68653,Infinity Countdown (2018) #4,4.0
1010354,67022,Infinity Countdown (2018) #3,3.0
1010354,66684,Infinity Countdown (2018) #2,2.0
1010354,66283,Infinity Countdown Prime (2018) #1,1.0
1010354,66158,Infinity Countdown: Adam Warlock (2018) #1,1.0
1010354,23310,Infinity Crusade (1993) #4,4.0
1010354,66425,Infinity Crusade (Hardcover),0.0
1010354,23312,Infinity Crusade (1993) #6,6.0
1010354,23311,Infinity Crusade (1993) #5,5.0
1010354,23309,Infinity Crusade (1993) #3,3.0
1010354,23308,Infinity Crusade (1993) #2,2.0
1010354,23307,Infinity Crusade (1993) #1,1.0
1010354,23033,INFINITY CRUSADE VOL. 1 TPB (Trade Paperback),1.0
1010354,66428,Infinity Gauntlet (Hardcover),0.0
1010354,9290,Infinity Gauntlet (1991) #5,5.0
1010354,66429,Infinity Gauntlet Aftermath (Hardcover),0.0
1010354,9292,Infinity War (1992) #1,1.0
1010354,9293,Infinity War (1992) #2,2.0
1010354,9294,Infinity War (1992) #3,3.0
1010354,9295,Infinity War (1992) #4,4.0
1010354,66435,Infinity War (Hardcover),0.0
1010354,9296,Infinity War (1992) #5,5.0
1010354,9297,Infinity War (1992) #6,6.0
1010354,66436,Infinity War Aftermath (Hardcover),0.0
1010354,73554,Infinity War Omnibus (Trade Paperback),0.0
1010354,67151,Infinity Wars (2018) #6,6.0
1010354,67147,Infinity Wars (2018) #2,2.0
1010354,71572,Infinity Wars By Gerry Duggan: The Complete Collection (Trade Paperback),0.0
1010354,67349,Infinity Wars Prime (2018) #1,1.0
1010354,74762,Infinity Wars: Infinity (2019) #1,1.0
1010354,10154,Marvel Comics Presents (1988) #71,71.0
1010354,5637,MARVEL COMICS PRESENTS: WOLVERINE VOL. 4 TPB (Trade Paperback),4.0
1010354,60442,MARVEL MASTERWORKS: THE AVENGERS VOL. 17 HC (Trade Paperback),17.0
1010354,5858,Marvel Masterworks: Warlock Vol. (Hardcover),1.0
1010354,10195,Marvel Premiere (1972) #1,1.0
1010354,10206,Marvel Premiere (1972) #2,2.0
1010354,15524,Marvel Super Heroes (1990) #8,8.0
1010354,19676,Marvel Team-Up (1972) #55,55.0
1010354,19548,Marvel Two-in-One (1974) #75,75.0
1010354,19535,Marvel Two-in-One (1974) #63,63.0
1010354,19533,Marvel Two-in-One (1974) #61,61.0
1010354,1903,Marvel Visionaries: Steve Ditko (Hardcover),0.0
1010354,10359,New Mutants (1983) #23,23.0
1010354,10328,New Mutants (2003) #3,3.0
1010354,21081,New Mutants Classic Vol. 3 (Trade Paperback),0.0
1010354,10342,New Mutants Special Edition (1985) #1,1.0
1010354,1607,New Mutants Vol 1: Back to School (Trade Paperback),0.0
1010354,1210,New Mutants Vol 1: Back to School (Trade Paperback),0.0
1010354,10497,Paradise X (2002) #2,2.0
1010354,10492,Paradise X (2002),0.0
1010354,15902,Paradise X Vol. 1 (Trade Paperback),0.0
1010354,18884,Secret Wars II (1985) #1,1.0
1010354,15183,Silver Surfer (1987) #47,47.0
1010354,15182,Silver Surfer (1987) #46,46.0
1010354,15227,Silver Surfer (1987) #87,87.0
1010354,102536,Silver Surfer Rebirth: Legacy (2023) #2,2.0
1010354,57829,Silver Surfer/Warlock: Resurrection (1993) #3,3.0
1010354,57828,Silver Surfer/Warlock: Resurrection (1993) #2,2.0
1010354,57827,Silver Surfer/Warlock: Resurrection (1993) #1,1.0
1010354,57830,Silver Surfer/Warlock: Resurrection (1993) #4,4.0
1010354,10785,Spider-Man (1990) #26,26.0
1010354,22130,Strange Tales (1951) #178,178.0
1010354,22131,Strange Tales (1951) #179,179.0
1010354,22132,Strange Tales (1951) #180,180.0
1010354,176,Thanos (2003) #1,1.0
1010354,175,Thanos (2003) #2,2.0
1017851,76350,Aero (2019) #2,2.0
1017851,76359,Aero (2019) #11,11.0
1017851,76358,Aero (2019) #10,10.0
1017851,76357,Aero (2019) #9,9.0
1017851,76360,Aero (2019) #12,12.0
1017851,76356,Aero (2019) #8,8.0
1017851,76355,Aero (2019) #7,7.0
1017851,76354,Aero (2019) #6,6.0
1017851,76353,Aero (2019) #5,5.0
1017851,76352,Aero (2019) #4,4.0
1017851,76351,Aero (2019) #3,3.0
1017851,76349,Aero (2019) #1,1.0
1017851,77005,Agents of Atlas (2019) #5,5.0
1017851,77003,Agents of Atlas (2019) #3,3.0
1017851,77001,Agents of Atlas (2019) #1,1.0
1017851,83996,Atlantis Attacks (2020) #5,5.0
1017851,83994,Atlantis Attacks (2020) #3,3.0
1017851,83995,Atlantis Attacks (2020) #4,4.0
1017851,83993,Atlantis Attacks (2020) #2,2.0
1017851,83989,Atlantis Attacks (2020) #1,1.0
1017851,91744,King In Black: Black Knight (2021) #1,1.0
1017851,80578,The Marvels (2021) #2,2.0
1017851,80581,The Marvels (2021) #4,4.0
1017851,80587,The Marvels (2021) #10,10.0
1017851,80586,The Marvels (2021) #9,9.0
1017851,80584,The Marvels (2021) #7,7.0
1017851,80582,The Marvels (2021) #5,5.0
1017851,80585,The Marvels (2021) #8,8.0
1017851,80588,The Marvels (2021) #11,11.0
1012717,17751,Avengers (1996) #1,1.0
1012717,17756,Avengers (1996) #2,2.0
1012717,17757,Avengers (1996) #3,3.0
1012717,17758,Avengers (1996) #4,4.0
1012717,17762,Avengers (1996) #8,8.0
1012717,110269,Avengers Annual (2023) #1,1.0
1012717,21358,Avengers Fairy Tales (2008) #4,4.0
1012717,77235,Captain America (2018) #19,19.0
1012717,95788,Captain Marvel (2019) #42,42.0
1012717,95785,Captain Marvel (2019) #39,39.0
1012717,120318,CRYPT OF SHADOWS (2024) #1,1.0
1012717,13304,Fantastic Four (1961) #94,94.0
1012717,101173,Midnight Suns (2022) #5,5.0
1012717,54977,Scarlet Witch (1994) #3,3.0
1012717,120209,Scarlet Witch (2024) #6,6.0
1012717,57094,Scarlet Witch (2015) #1,1.0
1012717,60028,Scarlet Witch (2015) #13,13.0
1012717,54978,Scarlet Witch (1994) #4,4.0
1012717,54974,Scarlet Witch (1994) #1,1.0
1012717,110287,Spider-Man Annual (2023) #1,1.0
1012717,114846,Strange Academy: Blood Hunt (2024) #3,3.0
1012717,21510,Ultimate Fantastic Four (2003) #56,56.0
1012717,21332,Ultimate Fantastic Four (2003) #55,55.0
1012717,21182,Ultimate Fantastic Four (2003) #54,54.0
1012717,18458,Vision and the Scarlet Witch (1985) #12,12.0
1012717,18460,Vision and the Scarlet Witch (1985) #3,3.0
1011297,38318,Astonishing X-Men (2004) #38,38.0
1011297,38319,Astonishing X-Men (2004) #40,40.0
1011297,40024,Astonishing X-Men (2004) #40 (I Am Captain America Variant),40.0
1011297,6120,Astonishing X-Men (2004) #21,21.0
1011297,6309,Astonishing X-Men (2004) #22,22.0
1011297,16119,Astonishing X-Men (2004) #23,23.0
1011297,17353,Astonishing X-Men (2004) #24,24.0
1011297,24503,Astonishing X-Men (2004) #32,32.0
1011297,24504,Astonishing X-Men (2004) #33,33.0
1011297,45950,Cable and X-Force (2012) #8,8.0
1011297,112856,Dead X-Men (2024) #1,1.0
1011297,39890,Heralds (Trade Paperback),0.0
1011297,96239,S.W.O.R.D. (2020) #11,11.0
1011297,94679,S.W.O.R.D. (2020) #10,10.0
1011297,94678,S.W.O.R.D. (2020) #9,9.0
1011297,94676,S.W.O.R.D. (2020) #7,7.0
1011297,90345,S.W.O.R.D. (2020) #6,6.0
1011297,90341,S.W.O.R.D. (2020) #2,2.0
1011297,90344,S.W.O.R.D. (2020) #5,5.0
1011297,90343,S.W.O.R.D. (2020) #4,4.0
1011297,90342,S.W.O.R.D. (2020) #3,3.0
1011297,90340,S.W.O.R.D. (2020) #1,1.0
1011297,30518,S.W.O.R.D. (2009) #5,5.0
1011297,26234,S.W.O.R.D. (2009) #4,4.0
1011297,26233,S.W.O.R.D. (2009) #3,3.0
1011297,26232,S.W.O.R.D. (2009) #2,2.0
1011297,61430,The Mighty Captain Marvel (2017) #5,5.0
1011297,48692,X-Men (2013) #19,19.0
1011297,50964,X-Men (2013) #20,20.0
1011297,51048,X-Men (2013) #21,21.0
1011297,52939,X-Men (2013) #22,22.0
1011297,96265,X-Men Red (2022) #1,1.0
1011297,96267,X-Men Red (2022) #3,3.0
1011297,96269,X-Men Red (2022) #5,5.0
1011297,102553,X-Men Red (2022) #7,7.0
1011031,394,Agent X (2002) #15,15.0
1011031,17702,Agent X (2002) #1,1.0
1011031,17704,Agent X (2002) #11,11.0
1011031,17709,Agent X (2002) #2,2.0
1011031,17710,Agent X (2002) #3,3.0
1011031,17711,Agent X (2002) #4,4.0
1011031,17712,Agent X (2002) #5,5.0
1011031,17713,Agent X (2002) #6,6.0
1011031,17707,Agent X (2002) #14,14.0
1011031,17714,Agent X (2002) #7,7.0
1011031,17715,Agent X (2002) #8,8.0
1011031,17716,Agent X (2002) #9,9.0
1011031,17703,Agent X (2002) #10,10.0
1011031,17705,Agent X (2002) #12,12.0
1011031,17706,Agent X (2002) #13,13.0
1011031,21845,Cable & Deadpool (2004) #46 (Zombie Variant),46.0
1011031,1649,Cable & Deadpool (2004) #12,12.0
1011031,5761,Cable & Deadpool Vol. 2: The Burnt Offering (Trade Paperback),0.0
1009150,100853,Life of Wolverine Infinity Comic (2022) #6,6.0
1009150,18092,Weapon X (2002) #3,3.0
1009150,18082,Weapon X (2002) #2,2.0
1009150,246,Weapon X (2002) #13,13.0
1009150,18074,Weapon X (2002) #12,12.0
1009150,2324,Weapon X: Days of Future Now (2005) #2,2.0
1009150,3357,Weapon X: Days of Future Now (Trade Paperback),1.0
1009150,2204,Weapon X: Days of Future Now (2005) #1,1.0
1009150,3016,Weapon X: Days of Future Now (2005) #5,5.0
1009150,2439,Weapon X: Days of Future Now (2005) #4,4.0
1009150,2438,Weapon X: Days of Future Now (2005) #3,3.0
1009150,18408,Weapon X: The Draft – Agent Zero (2002) #1,1.0
1009150,14107,Wolverine (1988) #163,163.0
1009150,14211,Wolverine (1988) #87,87.0
1009150,14190,Wolverine (1988) #68,68.0
1009150,14189,Wolverine (1988) #67,67.0
1009150,14186,Wolverine (1988) #64,64.0
1009150,14185,Wolverine (1988) #63,63.0
1009150,14184,Wolverine (1988) #62,62.0
1009150,14183,Wolverine (1988) #61,61.0
1009150,14182,Wolverine (1988) #60,60.0
1009150,14121,Wolverine (1988) #176,176.0
1009150,14110,Wolverine (1988) #166,166.0
1009150,1023,WOLVERINE/DEADPOOL: WEAPON X (Trade Paperback),1.0
1009150,18176,X-Man (1995) #-1,-1.0
1009150,14293,X-Men (1991) #11,11.0
1009150,14282,X-Men (1991) #10,10.0
1009150,18116,X-Men Unlimited (1993) #15,15.0
1009150,18132,X-Men Unlimited (1993) #3,3.0
1011198,24017,Agents of Atlas (2009) #3 (Wolverine Art Appreciation Variant),3.0
1011198,77001,Agents of Atlas (2019) #1,1.0
1011198,27874,Agents of Atlas (2009) #9 (70TH FRAME VARIANT),9.0
1011198,27812,Agents of Atlas (2009) #7 (70S DECADE VARIANT),7.0
